text,replyToSN,screenName,retweetCount,isRetweet
"RT @realDonaldTrump: THANK YOU NORTH CAROLINA, ON MY WAY! #MAGA https://t.co/mrEQfAV7CD",,WWYk2VEFrTyfiTc,24415,TRUE
"RT @EdanClay: I keep looking in all those long voting lines they show on TV for #MAGA @realDonaldTrump supporters, but from what I can see…",,ukexpat19,24,TRUE
RT @mikandynothem: Twitter and Facebook may have just helped usher in a @realDonaldTrump win in November by blatantly censoring @nypost sto…,,Sembrouthes,1829,TRUE
"RT @QueueTheNews: #MAGA #KAG #QTN_Train 404
Follow &amp; RT
@QueueTheNews
@AngelWarrior321
@csmcbragg
@captamerican67
@JudyLynnPresto4
@themark…",,Bruceolson8,17,TRUE
"RT @DanScavino: A great night in Miami, Florida for President Trump! Just departed the venue a few moments ago! Check out @TeamTrump for hi…",,jagboro_raphael,4552,TRUE
Not you know what is not gross? Disseminating Russian intelligence agency’s disinformation campaign meant to underm… https://t.co/dpfohcLYCy,,ChwangJulian,0,FALSE
"RT @jack_hikuma: 今日の集会でGOGO🇺🇸TRUMP兄貴は、ハンター💩ヤバイデン（息子）の汚職疑惑のあるメール内容を大声で読み上げたよー💩ヤバイデン😜ざまぁーーーーーー
GOGO🇺🇸TRUMP💪
#MAGA",,jyukukko,35,TRUE
"RT @JDCho3: [속보] 
-빈라덴 사살은 가짜였고, 
-오바마는 이란의 꾀에 넘어가  
-가짜 사살로 세계적인 영웅이 된 오바마에게 $152 Billion를 요구
-아니면 비밀폭로=&gt;$은 넘김
-진실을 아는 Seal team 6는 전원 사살…",,korchx,9,TRUE
"RT @realDonaldTrump: THANK YOU NORTH CAROLINA, ON MY WAY! #MAGA https://t.co/mrEQfAV7CD",,Sheri81195385,24415,TRUE
@JoeBiden Vote for America.  Vote against corruption. Vote for honesty. Vote for transparency. Vote against sociali… https://t.co/1SmR3oI93d,JoeBiden,Shamus37713938,0,FALSE
"RT @mikandynothem: The @JoeBiden and Dem meltdown is in high gear!
#CrookedJoeBiden #MAGA #FoxNews #JoeBidenUkraineScandal https://t.co/R82…",,carlos250794,1399,TRUE
"RT @jack_hikuma: 今日の集会でGOGO🇺🇸TRUMP兄貴は、ハンター💩ヤバイデン（息子）の汚職疑惑のあるメール内容を大声で読み上げたよー💩ヤバイデン😜ざまぁーーーーーー
GOGO🇺🇸TRUMP💪
#MAGA",,KvJuK3blE3cSQyE,35,TRUE
"RT @matteosalvinimi: Amici, chi vincerà secondo voi negli Stati Uniti??? 🇺🇸🇮🇹
#Trump2020 #MAGA #MAGA2020
#Elections2020 #VOTE https://t.co/…",,BountyK27602455,303,TRUE
Trump Can't Control Himself Around Putin #USA #GOP #MAGA https://t.co/dD6hfbWNem via @YouTube,,AntNom,0,FALSE
"RT @AJDelgado13: Didn't watch tonight but quick glance at Twitter: #MAGA is beyond upset and claiming a set-up, which means Trump imploded…",,gere_fulton,235,TRUE
RT @ReesusP: Wow there is a major hash battle happening today. Trolls are rolling up on me hard today so this is just for you #MAGA #KAG #E…,,davywalter,866,TRUE
"RT @AJDelgado13: Didn't watch tonight but quick glance at Twitter: #MAGA is beyond upset and claiming a set-up, which means Trump imploded…",,shinault_t,235,TRUE
"RT @JDCho3: [속보] 
-빈라덴 사살은 가짜였고, 
-오바마는 이란의 꾀에 넘어가  
-가짜 사살로 세계적인 영웅이 된 오바마에게 $152 Billion를 요구
-아니면 비밀폭로=&gt;$은 넘김
-진실을 아는 Seal team 6는 전원 사살…",,oesan93,9,TRUE
@BarbaraBarrett3 @BetteMidler Oh he took it alright all the way to #Trump2020Landslide ! #MAGA! She only helped to… https://t.co/z01U482RQf,BarbaraBarrett3,RedElephantLad1,0,FALSE
"RT @Porter_Anderson: Media: @Acosta to @wolfblitzer from @realDonaldTrump's #DesMoines rally: ""Behind the podium, the @TeamTrump campaign h…",,jengrimes8,562,TRUE
"RT @realDonaldTrump: THANK YOU NORTH CAROLINA, ON MY WAY! #MAGA https://t.co/mrEQfAV7CD",,disguisehu,24415,TRUE
#NeverBidenNeverHarris #ChinaVirus  #BidenCrimeFamily #CrookedJoeBiden #HunterBidenEmails #ChinaJoe… https://t.co/7fegpmOl1I,,Kk05509175,1,FALSE
"@PalmerReport Lol
Liberals are completely removed from reality. 
#Cuckoo 
#Maga",PalmerReport,DarkOz007,0,FALSE
"RT @matteosalvinimi: Amici, chi vincerà secondo voi negli Stati Uniti??? 🇺🇸🇮🇹
#Trump2020 #MAGA #MAGA2020
#Elections2020 #VOTE https://t.co/…",,CrisCgucci,303,TRUE
"RT @realDonaldTrump: THANK YOU NORTH CAROLINA, ON MY WAY! #MAGA https://t.co/mrEQfAV7CD",,LuisCar22342534,24415,TRUE
Recap: https://t.co/qbd2zXozsc Joe Biden Flubs His Way Through the ABC News Town Hall #ccot #dems #gop #libcrib… https://t.co/95NjVmTl0i,,IndyEnigma,1,FALSE
"RT @realDonaldTrump: THANK YOU NORTH CAROLINA, ON MY WAY! #MAGA https://t.co/mrEQfAV7CD",,Rwz9DeDNuY4LbT8,24415,TRUE
RT @LouDobbs: Censoring Free Speech: @FredFleitz says the Left &amp; Big Tech think the American people don’t have a right to know the facts re…,,LittleA95918682,333,TRUE
"RT @EdanClay: I keep looking in all those long voting lines they show on TV for #MAGA @realDonaldTrump supporters, but from what I can see…",,conetable_60,24,TRUE
RT @LouDobbs: Stonewalling: @jasoninthehouse says FBI Director Wray and AG Barr are doing nothing while senate Republicans work to expose t…,,LittleA95918682,727,TRUE
"RT @BinoARealuyo: #Trump2020Landslide

Most normal people of the future will look back to our time as nothing but an anomaly, and #MAGA as…",,D_B_Connect,265,TRUE
"RT @realDonaldTrump: THANK YOU NORTH CAROLINA, ON MY WAY! #MAGA https://t.co/mrEQfAV7CD",,KingmaxJapan,24415,TRUE
@brokenpatois @Volundr111 @abc7breaking Know your enemy!!!! Lock him and all his supporters up!!! #maga !!!,brokenpatois,ramsfan2876543,0,FALSE
RT @DanScavino: IOWA! #MAGA🇺🇸🦅 https://t.co/2lNNNaB2rg,,LauraD442,3814,TRUE
RT @ReesusP: Wow there is a major hash battle happening today. Trolls are rolling up on me hard today so this is just for you #MAGA #KAG #E…,,RoseBeckley,866,TRUE
"RT @EdanClay: I keep looking in all those long voting lines they show on TV for #MAGA @realDonaldTrump supporters, but from what I can see…",,dan_bartell,24,TRUE
"RT @realDonaldTrump: THANK YOU NORTH CAROLINA, ON MY WAY! #MAGA https://t.co/mrEQfAV7CD",,sachio7020,24415,TRUE
His followers are 100x dumber than him tho. Thats the best part. You have to be to support this idiot😂😂 That #MAGA… https://t.co/0CGPFcqABQ,,2soonjun,0,FALSE
"RT @EdanClay: I keep looking in all those long voting lines they show on TV for #MAGA @realDonaldTrump supporters, but from what I can see…",,Tanis42,24,TRUE
"RT @realDonaldTrump: THANK YOU NORTH CAROLINA, ON MY WAY! #MAGA https://t.co/mrEQfAV7CD",,yasuhito_0722,24415,TRUE
Giuliani’s daughter begs America To Vote for Biden and Harris on the day government is investigating him for plotti… https://t.co/kEYVAMXeys,,rajivsab,0,FALSE
"RT @EdanClay: I keep looking in all those long voting lines they show on TV for #MAGA @realDonaldTrump supporters, but from what I can see…",,victory1261,24,TRUE
"RT @EmilyLewis1983: Sick of this censorship and Twitter taking our followers! 
Fuck ‘em!!!!! I’m pissed!!!
TRUMP TRAIN!!!!
🇺🇸DROP YOUR HAND…",,realUnSafeSpace,98,TRUE
"RT @realDonaldTrump: THANK YOU NORTH CAROLINA, ON MY WAY! #MAGA https://t.co/mrEQfAV7CD",,VVarahi,24415,TRUE
"2,647,506 views
252K Likes 95% 
13K Dislikes
Trump landslide incoming. #MAGA #KAG  
https://t.co/XYGVv49NKl",,SynchroVol,0,FALSE
"RT @realDonaldTrump: THANK YOU NORTH CAROLINA, ON MY WAY! #MAGA https://t.co/mrEQfAV7CD",,eCommerceTR,24415,TRUE
"RT @EdanClay: I keep looking in all those long voting lines they show on TV for #MAGA @realDonaldTrump supporters, but from what I can see…",,JosieBLawson,24,TRUE
"RT @HongKongmyhome: @WanKanCHIN Dear @realDonaldTrump ,
Please #MAGA and liberate the world!
#MAGA2020LandslideVictory 
@VP @SecPompeo @Pre…",,KCpassion,3,TRUE
"RT @JDCho3: [속보] 
-빈라덴 사살은 가짜였고, 
-오바마는 이란의 꾀에 넘어가  
-가짜 사살로 세계적인 영웅이 된 오바마에게 $152 Billion를 요구
-아니면 비밀폭로=&gt;$은 넘김
-진실을 아는 Seal team 6는 전원 사살…",,Peter__2020,9,TRUE
"Really? Is this the best America has got to run the country?  Come On, for crying out loud, he's just a total waste… https://t.co/JRZph3NBgf",,AdamBraggs,0,FALSE
"RT @realDonaldTrump: THANK YOU NORTH CAROLINA, ON MY WAY! #MAGA https://t.co/mrEQfAV7CD",,PAULGN10,24415,TRUE
"Legitimately never thought I would see Trump, the @GOP and #MAGA all fall for the patently ridiculous #Qanon conspi… https://t.co/lKAqqQxtrr",,USAntifa1,0,FALSE
"RT @EdanClay: I keep looking in all those long voting lines they show on TV for #MAGA @realDonaldTrump supporters, but from what I can see…",,stace56123,24,TRUE
"RT @realDonaldTrump: THANK YOU NORTH CAROLINA, ON MY WAY! #MAGA https://t.co/mrEQfAV7CD",,5G479,24415,TRUE
"RT @the_cfo_c: @JoeBiden You deceived Americans for 47 years. 47 years, Joe. 
Your current state of mind is very troubling. 
Your respect t…",,intellivoice,1,TRUE
"RT @matteosalvinimi: Amici, chi vincerà secondo voi negli Stati Uniti??? 🇺🇸🇮🇹
#Trump2020 #MAGA #MAGA2020
#Elections2020 #VOTE https://t.co/…",,BilyLibor,303,TRUE
"RT @GHOSTRADAMUS___: MY LATEST SONG IS CALLED ""HELP ME BERNIE (MY KID IS CONSERVATIVE)""

PEOPLE REFERENCED IN THE SONG: 

@BernieSanders
@R…",,AV8BAV8R,7,TRUE
"RT @EdanClay: I keep looking in all those long voting lines they show on TV for #MAGA @realDonaldTrump supporters, but from what I can see…",,gkjksw,24,TRUE
RT @LouDobbs: Drain the Swamp: @SidneyPowell1 says we must reelect @realDonaldTrump to take back the power the deep state has deprived him…,,ladybuttons1,1962,TRUE
"Best part about this tweet is all the #LawAndOrder screaming #MAGA hats in the comments, suddenly praising the Blac… https://t.co/fhUWhbExO6",,ActionismLA,0,FALSE
RT @NavyFlyBoyUSA: Bring that Scumbag in under oath. #maga #tcot #kag,,JoeWinstead2,18,TRUE
"RT @DanScavino: A great night in Miami, Florida for President Trump! Just departed the venue a few moments ago! Check out @TeamTrump for hi…",,andy_Brexit,4552,TRUE
"great idea...pissing off the 5th largest economy IN THE WORLD
#WhoOwnsTrump #TrumpCrimeFamily… https://t.co/o8HAQyGr3H",,bootsie34828232,0,FALSE
"RT @realDonaldTrump: THANK YOU NORTH CAROLINA, ON MY WAY! #MAGA https://t.co/mrEQfAV7CD",,Pradipbayen1,24415,TRUE
"RT @DanScavino: A great night in Miami, Florida for President Trump! Just departed the venue a few moments ago! Check out @TeamTrump for hi…",,BakaHong,4552,TRUE
@KatrinaPierson @icecube @realDonaldTrump Best part about this tweet is all the #LawAndOrder screaming #MAGA hats i… https://t.co/1Yb8sGk3Sz,KatrinaPierson,ActionismLA,0,FALSE
"@JooBoscoDeMora6 @JMarcosSeidel .
Vão todos cheirar pó de vidro e fumar esterco

Porque começou a asfixia ao tráfic… https://t.co/pUPh1PPiux",JooBoscoDeMora6,WR_PatriaAmada,0,FALSE
"RT @EdanClay: I keep looking in all those long voting lines they show on TV for #MAGA @realDonaldTrump supporters, but from what I can see…",,RCB501,24,TRUE
"RT @realDonaldTrump: THANK YOU NORTH CAROLINA, ON MY WAY! #MAGA https://t.co/mrEQfAV7CD",,JinJia49124609,24415,TRUE
"RT @EdanClay: I keep looking in all those long voting lines they show on TV for #MAGA @realDonaldTrump supporters, but from what I can see…",,ezra_lime,24,TRUE
"Savannah Guthrie is a massive bi***, I feel sorry for her husband! #AmericaFirst #MAGA https://t.co/cOtv4ZCpvR",,MightyLoneWolf,0,FALSE
"@GrahamRHunter Because she loves #Trump, she’s a plant? Oh the left... 🙄🤦🏼‍♀️
I wish I was there with her, I would… https://t.co/bYuC9KUjXC",GrahamRHunter,LindaKight64,0,FALSE
"RT @EdanClay: I keep looking in all those long voting lines they show on TV for #MAGA @realDonaldTrump supporters, but from what I can see…",,SmithDwane,24,TRUE
"RT @BinoARealuyo: #Trump2020Landslide

Most normal people of the future will look back to our time as nothing but an anomaly, and #MAGA as…",,DadTriplet,265,TRUE
"RT @jack_hikuma: 今日の集会でGOGO🇺🇸TRUMP兄貴は、ハンター💩ヤバイデン（息子）の汚職疑惑のあるメール内容を大声で読み上げたよー💩ヤバイデン😜ざまぁーーーーーー
GOGO🇺🇸TRUMP💪
#MAGA https://t.co/njVxQ3IZXn",,mii50220652,35,TRUE
"Boy, 12, dares to speak up for President Trump in class. https://t.co/oI1JiobEwH Teacher asks student why he suppor… https://t.co/xLBPzgsGqa",,IndyEnigma,2,FALSE
"RT @mikandynothem: Joe Biden and his minions in the Democrat Party are finally getting exposed for who they really are. 
Corrupt to the cor…",,Chopper64168604,1460,TRUE
@TheJDRoberts I mean sleep?  or should we fuck the holy out of them because I feel like they need it they need bitc… https://t.co/2ZSUR5zyeB,TheJDRoberts,ToBeGayinLA,0,FALSE
Fetus #CDC #CDC7words #BannedWords #Orwell #doubleplusgoodspeak #MAGA #TrumpHasDementia,,CDCbannedwords,0,FALSE
"RT @EdanClay: I keep looking in all those long voting lines they show on TV for #MAGA @realDonaldTrump supporters, but from what I can see…",,Leslie_resists,24,TRUE
"RT @matteosalvinimi: Amici, chi vincerà secondo voi negli Stati Uniti??? 🇺🇸🇮🇹
#Trump2020 #MAGA #MAGA2020
#Elections2020 #VOTE https://t.co/…",,bertocchi_paola,303,TRUE
"RT @DanScavino: A great night in Miami, Florida for President Trump! Just departed the venue a few moments ago! Check out @TeamTrump for hi…",,Ray57925880,4552,TRUE
"RT @DanScavino: A great night in Miami, Florida for President Trump! Just departed the venue a few moments ago! Check out @TeamTrump for hi…",,Chidozieahaneku,4552,TRUE
"RT @EdanClay: I keep looking in all those long voting lines they show on TV for #MAGA @realDonaldTrump supporters, but from what I can see…",,J_Baker_69,24,TRUE
"RT @EdanClay: I keep looking in all those long voting lines they show on TV for #MAGA @realDonaldTrump supporters, but from what I can see…",,RosieM1919,24,TRUE
"RT @BinoARealuyo: #Trump2020Landslide

Most normal people of the future will look back to our time as nothing but an anomaly, and #MAGA as…",,Bulldozer0,265,TRUE
@anon_fa_mous We are menaces to those rascal elites. #maga,anon_fa_mous,iamjpevans,0,FALSE
"@ACTBrigitte @DeAnna4Congress @dbongino 
#MAGA 👏👏👏 https://t.co/5zPamSbf7b",ACTBrigitte,charlesabey,0,FALSE
RT @MarkSimoneNY: Completely corrupt George Stephanopolous doesn't ask a single question about the front page Hunter Biden scandal. Electio…,,RobMeyne,168,TRUE
@AlexRoseNews @Benkile_ @KDVR If a @DenverPolice cop had been physically assaulted and the the guy pulled a conceal… https://t.co/4YybjDYWhk,AlexRoseNews,MichaelPicano,0,FALSE
"Declaration Over America - Awesome Prayer For Our Country https://t.co/8qhWHwjYxc via @YouTube 
#prayer #America… https://t.co/qxrtggf6Al",,Paladin_BnD,0,FALSE
"RT @BinoARealuyo: #Trump2020Landslide

Most normal people of the future will look back to our time as nothing but an anomaly, and #MAGA as…",,h3artbr3aknat3,265,TRUE
RT @LouDobbs: Drain the Swamp: @SidneyPowell1 says we must reelect @realDonaldTrump to take back the power the deep state has deprived him…,,driver8wlwt,1962,TRUE
"RT @AJDelgado13: Didn't watch tonight but quick glance at Twitter: #MAGA is beyond upset and claiming a set-up, which means Trump imploded…",,HthrHayes,235,TRUE
"RT @JByedone: @JackPosobiec @OANN #PresidentTrump is from #NYC and has NO PROBLEM handling pushy, mouthy, manipulative, badgering females i…",,JByedone,2,TRUE
"RT @truther_dare: If you are truly #maga, make sure if you’re having surgery. To tell the doctors not to wear masks.",,FleithCO,2,TRUE
"RT @realDonaldTrump: THANK YOU NORTH CAROLINA, ON MY WAY! #MAGA https://t.co/mrEQfAV7CD",,happywwalker,24416,TRUE
"RT @realDonaldTrump: THANK YOU NORTH CAROLINA, ON MY WAY! #MAGA https://t.co/mrEQfAV7CD",,Bolsa_es,24416,TRUE
RT @EdanClay: People lie to you because they think you are stupid... #MAGA,,golfndadblogger,19,TRUE
"RT @andartissa: @mercedesschlapp @JoeBiden @ABCPolitics Isn't it wonderful?! Mr. Rogers FTW!
#BidenHarrisLandslide2020 
#BidenHarrisToSaveA…",,suzyqjinx,1,TRUE
RT @LouDobbs: Tonight's quote and word of the day focuses on the Big Tech oligarchs and their totalitarian control of our country. #MAGA #A…,,HabitatWheel,629,TRUE
"Biden Tells Stephanopoulos https://t.co/szozlBetZm Voters May, Kinda, Sorta, Possibly Know His Position on Court-Pa… https://t.co/yc0LUCb0sj",,IndyEnigma,0,FALSE
"RT @realDonaldTrump: THANK YOU NORTH CAROLINA, ON MY WAY! #MAGA https://t.co/mrEQfAV7CD",,IKE_SYO,24416,TRUE
"RT @realDonaldTrump: THANK YOU NORTH CAROLINA, ON MY WAY! #MAGA https://t.co/mrEQfAV7CD",,dc_holy_qc,24416,TRUE
"RT @Suzi3D: The #QAnon psyop is a Pied Piper operation, psychologically manipulating #MAGA people into serving the interests and priorities…",,BotPied,62,TRUE
RT @realDonaldTrump: I will never let you down! #MAGA https://t.co/22qkatrJb2,,Cryptan_,25832,TRUE
"RT @Suzi3D: The #QAnon psyop is a Pied Piper operation, psychologically manipulating #MAGA people into serving the interests and priorities…",,HelloAndrew,62,TRUE
"RT @EdanClay: I keep looking in all those long voting lines they show on TV for #MAGA @realDonaldTrump supporters, but from what I can see…",,scorpiess93,24,TRUE
"RT @EdanClay: I keep looking in all those long voting lines they show on TV for #MAGA @realDonaldTrump supporters, but from what I can see…",,BonkersBrat,24,TRUE
"RT @mikandynothem: I keep picturing Nancy Pelosi throwing her wine glass against the wall with all of today's bad news for Democrats.
Can't…",,SeGuts,1346,TRUE
"RT @BinoARealuyo: #Trump2020Landslide

Most normal people of the future will look back to our time as nothing but an anomaly, and #MAGA as…",,Ivyleaguer1,266,TRUE
"RT @realDonaldTrump: THANK YOU NORTH CAROLINA, ON MY WAY! #MAGA https://t.co/mrEQfAV7CD",,EricFouque,24416,TRUE
"RT @DanScavino: A great night in Miami, Florida for President Trump! Just departed the venue a few moments ago! Check out @TeamTrump for hi…",,Sara96508066,4552,TRUE
"RT @mikandynothem: The @JoeBiden and Dem meltdown is in high gear!
#CrookedJoeBiden #MAGA #FoxNews #JoeBidenUkraineScandal https://t.co/R82…",,KimHopp18503540,1399,TRUE
"RT @realDonaldTrump: THANK YOU NORTH CAROLINA, ON MY WAY! #MAGA https://t.co/mrEQfAV7CD",,mottthepeople,24416,TRUE
"RT @EdanClay: I keep looking in all those long voting lines they show on TV for #MAGA @realDonaldTrump supporters, but from what I can see…",,Pwhouston66,24,TRUE
"RT @realDonaldTrump: THANK YOU NORTH CAROLINA, ON MY WAY! #MAGA https://t.co/mrEQfAV7CD",,paddyearly,24416,TRUE
"@JackPosobiec @OANN #PresidentTrump is from #NYC and has NO PROBLEM handling pushy, mouthy, manipulative, badgering… https://t.co/LUNhO5sbYb",JackPosobiec,JByedone,2,FALSE
"RT @ThomCincotta: @UA25086802 @MeidasTouch #MAGA for suckers, Iowa. https://t.co/bm74JJWA0H",,Guri_X,1,TRUE
"RT @DanScavino: A great night in Miami, Florida for President Trump! Just departed the venue a few moments ago! Check out @TeamTrump for hi…",,Mc64617227,4552,TRUE
"I keep looking in all those long voting lines they show on TV for #MAGA @realDonaldTrump supporters, but from what… https://t.co/mLNOmw4ilF",,EdanClay,24,FALSE
"RT @DanScavino: A great night in Miami, Florida for President Trump! Just departed the venue a few moments ago! Check out @TeamTrump for hi…",,PRehov,4552,TRUE
"RT @realDonaldTrump: THANK YOU NORTH CAROLINA, ON MY WAY! #MAGA https://t.co/mrEQfAV7CD",,okikemeka,24416,TRUE
"RT @realDonaldTrump: THANK YOU NORTH CAROLINA, ON MY WAY! #MAGA https://t.co/mrEQfAV7CD",,annick_c_,24416,TRUE
"RT @BinoARealuyo: #Trump2020Landslide

Most normal people of the future will look back to our time as nothing but an anomaly, and #MAGA as…",,Lauryn2000,266,TRUE
"RT @GHOSTRADAMUS___: MY LATEST SONG IS CALLED ""HELP ME BERNIE (MY KID IS CONSERVATIVE)""

PEOPLE REFERENCED IN THE SONG: 

@BernieSanders
@R…",,PlantTrees,7,TRUE
"RT @mikandynothem: Democrats day so far:

✔Steve Scully lied about Twitter hack.
✔Joe Biden and son pocketed Ukraine money.
✔Twitter and FB…",,Timefor83896093,2570,TRUE
"There's just no substance to him, is there? a few catchphrases, and that's it. so boring! I liked it better when he… https://t.co/LNJEWyqIPb",,AdamBraggs,0,FALSE
"RT @realDonaldTrump: THANK YOU NORTH CAROLINA, ON MY WAY! #MAGA https://t.co/mrEQfAV7CD",,yosio55934086,24416,TRUE
"RT @realDonaldTrump: THANK YOU NORTH CAROLINA, ON MY WAY! #MAGA https://t.co/mrEQfAV7CD",,purometeusu777,24416,TRUE
"RT @realDonaldTrump: THANK YOU NORTH CAROLINA, ON MY WAY! #MAGA https://t.co/mrEQfAV7CD",,Akkey11839434,24416,TRUE
Just remembered  I'm a giga chad trump supporter #MAGA https://t.co/Gzazg1Zzo8,,FetusPunter777,0,FALSE
"@mercedesschlapp @JoeBiden @ABCPolitics Isn't it wonderful?! Mr. Rogers FTW!
#BidenHarrisLandslide2020 
#BidenHarrisToSaveAmerica 
#MAGA",mercedesschlapp,andartissa,1,FALSE
"RT @MitchKosterman: #CorryBooker #MJHegarForTX  #JaredPadalecki #JensenAckles #mishacollins 
#Supernatural #SPNFamily #SPN15 #SPNFamilyFore…",,asmith702,1,TRUE
@realDonaldTrump @POTUS this is the competition! He can’t get threw the first softball😂 #winning #maga… https://t.co/dtJrNCjKYv,realDonaldTrump,DePreta619,0,FALSE
😂😂😂(Uncle buck wearing a #MAGA hat #JohnCandy You think its the hat? https://t.co/arOYCCpJM4 via @YouTube,,Knirob83,0,FALSE
"RT @realDonaldTrump: THANK YOU NORTH CAROLINA, ON MY WAY! #MAGA https://t.co/mrEQfAV7CD",,chamnsuittoseny,24416,TRUE
"RT @AndreaSchlegel3: Dieser Mann hat voll den Durchblick, auch wenn unsere Medien ihn noch so verunglimpfen..👍👍
#MAGA https://t.co/5YJWJ92m…",,monique31963,60,TRUE
MAKE OUTSTATIONS EXTRAORDINARY AGAIN! #MAGA,,makeXYagain,0,FALSE
RT @rci001: @RepMattGaetz Here's an article that may interest you and #MAGA ts. It's easy to see how easy it was for Russia to pick their m…,,WifeJackson1,2,TRUE
#trump2020 #maga https://t.co/rdSjkKPpru,,roospirit7,0,FALSE
"RT @matteosalvinimi: Amici, chi vincerà secondo voi negli Stati Uniti??? 🇺🇸🇮🇹
#Trump2020 #MAGA #MAGA2020
#Elections2020 #VOTE https://t.co/…",,nickymack_2,303,TRUE
"RT @SaikaTuomi: @realDonaldTrump #MAGA #NoWhiteGuilt 

It is time to #GoFree and join our hands, #Westernkind. In this book #Crucible you w…",,NoWhiteGuiltNWG,1,TRUE
"Folks, still not clear? It’s not about waring or not wearing a #mask, it’s about who should decide how I have to ru… https://t.co/kFMDaoXf7G",,IlProfessore85,1,FALSE
"RT @mikandynothem: The @JoeBiden and Dem meltdown is in high gear!
#CrookedJoeBiden #MAGA #FoxNews #JoeBidenUkraineScandal https://t.co/R82…",,BaklavaEater,1399,TRUE
RT @TheDailyEdge: We are seeing tonight why @realDonaldTrump is simply too scared to debate @JoeBiden. Joe knows his stuff. He has a grasp…,,smsg1234,572,TRUE
"RT @realDonaldTrump: THANK YOU NORTH CAROLINA, ON MY WAY! #MAGA https://t.co/mrEQfAV7CD",,u9Dr1vYGWlFH1mZ,24416,TRUE
"RT @realDonaldTrump: THANK YOU NORTH CAROLINA, ON MY WAY! #MAGA https://t.co/mrEQfAV7CD",,Florenc27953755,24416,TRUE
RT @rci001: @RepMattGaetz Here's an article that may interest you and #MAGA ts. It's easy to see how easy it was for Russia to pick their m…,,jan_snauwaert,2,TRUE
"@cjtruth This is the real poll not the fake mainstream media poll we've been reading/hearing.

Impressive number of views for Trump.

#MAGA",cjtruth,BsvEvangelist,0,FALSE
"RT @ImBaack2: ES INCREÌBLE HASTA DONDE LLEGA TWITTER EL CENSURADOR DE CUENTAS DE DERECHA, LOS PATRIOTAS DE #MAGA TIENEN QUE USAR CÒDIGOS PA…",,VFF2000,68,TRUE
"RT @DanScavino: A great night in Miami, Florida for President Trump! Just departed the venue a few moments ago! Check out @TeamTrump for hi…",,monicasalescruz,4552,TRUE
"RT @DanScavino: A great night in Miami, Florida for President Trump! Just departed the venue a few moments ago! Check out @TeamTrump for hi…",,DonaldSandbox,4552,TRUE
"RT @matteosalvinimi: Amici, chi vincerà secondo voi negli Stati Uniti??? 🇺🇸🇮🇹
#Trump2020 #MAGA #MAGA2020
#Elections2020 #VOTE https://t.co/…",,ManfrediPotenti,303,TRUE
RT @Duke_Lucas_: This how imma look pulling up to vote this November. #MAGA #KAG https://t.co/i8nlpK8VRH,,CaliDimples,122,TRUE
"RT @mikandynothem: I keep picturing Nancy Pelosi throwing her wine glass against the wall with all of today's bad news for Democrats.
Can't…",,misimis1,1346,TRUE
"RT @DanScavino: A great night in Miami, Florida for President Trump! Just departed the venue a few moments ago! Check out @TeamTrump for hi…",,Connie08805495,4552,TRUE
"Women, not old rich men, are the answer 😬 who would of thought.  For the the #maga in the back.  Here is a reminder… https://t.co/xeoLWZOYge",,dazy78,0,FALSE
"RT @DanScavino: A great night in Miami, Florida for President Trump! Just departed the venue a few moments ago! Check out @TeamTrump for hi…",,HuitValerie,4552,TRUE
"#CorryBooker #MJHegarForTX  #JaredPadalecki #JensenAckles #mishacollins 
#Supernatural #SPNFamily #SPN15… https://t.co/ISepS2h5kM",MitchKosterman,MitchKosterman,1,FALSE
"RT @DaisyCousens: Well well, looks like my little tweet earned itself a retweet by President Trump himself! Best day ever! 😃 @realDonaldTru…",,FernandoLeanme,102,TRUE
"RT @az_wanderer: #MAGA #MAGAts
 What excuse do you have to still support him?
He could not lay out any agenda for his next term, could not…",,MRLoya5,1,TRUE
RT @LouDobbs: Drain the Swamp: @SidneyPowell1 says we must reelect @realDonaldTrump to take back the power the deep state has deprived him…,,Rhondacabral1,1963,TRUE
RT @cn27793_ah5_hn_: Im #AmericasAsianPresident except im online for now! ahahaha!! 5555!!+ or #EAmericanPresident! ive been fighting for b…,,cn27793_ah5_hn_,1,TRUE
"RT @mikandynothem: I keep picturing Nancy Pelosi throwing her wine glass against the wall with all of today's bad news for Democrats.
Can't…",,PRehov,1346,TRUE
"RT @mikandynothem: The @JoeBiden and Dem meltdown is in high gear!
#CrookedJoeBiden #MAGA #FoxNews #JoeBidenUkraineScandal https://t.co/R82…",,PRehov,1399,TRUE
"RT @EricMohseni: I'm starting to like #TickTock 
#maga
#VoteBidenHarris2020 https://t.co/jUdY5OWrId",,THE_OG_G_MA,3,TRUE
Im #AmericasAsianPresident except im online for now! ahahaha!! 5555!!+ or #EAmericanPresident! ive been fighting fo… https://t.co/G4dsMdpBIj,cn27793_ah5_hn_,cn27793_ah5_hn_,1,FALSE
"RT @AJDelgado13: Didn't watch tonight but quick glance at Twitter: #MAGA is beyond upset and claiming a set-up, which means Trump imploded…",,jcollie,235,TRUE
"RT @DanScavino: A great night in Miami, Florida for President Trump! Just departed the venue a few moments ago! Check out @TeamTrump for hi…",,LightWa40538512,4552,TRUE
